Year,Date,Start,End,Location,Site,Habitat,Transect,Swath,Taxonomy,Family,Count,Total_Length,Length_Anomaly,Biomass,Comment,Coarse_Trophic,Fine_Trophic,Cloud_Cover,Wind_Velocity,Sea_State,Swell,Visibility,Surge,Diver
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Halichoeres hortulanus,Labridae,1,120,0,26.8,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Halichoeres trimaculatus,Labridae,1,40,0,1.22,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Halichoeres trimaculatus,Labridae,1,50,0,2.25,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Halichoeres trimaculatus,Labridae,2,60,0,7.4,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Halichoeres trimaculatus,Labridae,2,70,0,11.29,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Halichoeres trimaculatus,Labridae,1,90,0,11.22,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Halichoeres trimaculatus,Labridae,1,100,0,15,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Halichoeres trimaculatus,Labridae,1,110,0,19.4,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Heniochus chrysostomus,Chaetodontidae,2,80,0,28.43,NA,Secondary Consumer,Corallivore,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Melichthys vidua,Balistidae,1,100,0,14.1,NA,Primary Consumer,Omnivore,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Parupeneus cyclostomus,Mullidae,1,120,0,24.6,NA,Piscivore_primarily,Piscivore,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Parupeneus multifasciatus,Mullidae,2,50,0,2.92,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Parupeneus multifasciatus,Mullidae,1,80,0,6.6,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Parupeneus multifasciatus,Mullidae,2,90,0,19.26,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Parupeneus multifasciatus,Mullidae,1,120,0,24.3,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Rhinecanthus aculeatus,Balistidae,1,110,0,29.4,NA,Secondary Consumer,Omnivore,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Scarus niger,Scaridae,1,80,0,9.57,NA,Primary Consumer,Scraper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Scarus psittacus,Scaridae,10,40,0,10.46,NA,Primary Consumer,Scraper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Scarus psittacus,Scaridae,2,50,0,4.39,NA,Primary Consumer,Scraper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Scarus psittacus,Scaridae,2,80,0,20.87,NA,Primary Consumer,Scraper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Scarus psittacus,Scaridae,2,100,0,43.8,NA,Primary Consumer,Scraper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Scarus psittacus,Scaridae,2,110,0,60.1,NA,Primary Consumer,Scraper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Stethojulis bandanensis,Labridae,2,50,0,3.87,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Stethojulis bandanensis,Labridae,2,60,0,6.2,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Stethojulis bandanensis,Labridae,1,70,0,4.61,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Thalassoma hardwicke,Labridae,2,50,0,4.3,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Thalassoma hardwicke,Labridae,4,60,0,14.78,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Thalassoma hardwicke,Labridae,7,70,0,40.95,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Thalassoma hardwicke,Labridae,3,80,0,26.12,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Thalassoma hardwicke,Labridae,2,100,0,33.8,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Zebrasoma scopas,Acanthuridae,1,50,0,3.6,NA,Primary Consumer,Concealed Cropper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Zebrasoma scopas,Acanthuridae,1,60,0,6.21,NA,Primary Consumer,Concealed Cropper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Zebrasoma scopas,Acanthuridae,1,70,0,9.85,NA,Primary Consumer,Concealed Cropper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Zebrasoma scopas,Acanthuridae,2,80,0,29.37,NA,Primary Consumer,Concealed Cropper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Zebrasoma scopas,Acanthuridae,5,90,0,104.45,NA,Primary Consumer,Concealed Cropper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Zebrasoma scopas,Acanthuridae,6,100,0,171.8,NA,Primary Consumer,Concealed Cropper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Zebrasoma scopas,Acanthuridae,2,110,0,76.2,NA,Primary Consumer,Concealed Cropper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Zebrasoma scopas,Acanthuridae,1,120,0,49.4,NA,Primary Consumer,Concealed Cropper,65,1,0,0,12.4,0,YR
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Bryaninops tigris,Gobiidae,1,15,0,0.08,NA,Planktivore,Planktivore_exclusively,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Bryaninops tigris,Gobiidae,2,20,0,0.33,NA,Planktivore,Planktivore_exclusively,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Bryaninops tigris,Gobiidae,1,30,0,0.47,NA,Planktivore,Planktivore_exclusively,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Canthigaster solandri,Tetraodontidae,2,60,0,12.44,NA,Primary Consumer,Omnivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Chrysiptera brownriggii,Pomacentridae,1,25,0,0.35,NA,Primary Consumer,Omnivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Ctenogobiops feroculus,Gobiidae,4,30,0,1.88,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Ctenogobiops feroculus,Gobiidae,1,35,0,0.71,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Ctenogobiops feroculus,Gobiidae,3,40,0,3.01,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Ctenogobiops feroculus,Gobiidae,1,45,0,1.36,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Ctenogobiops feroculus,Gobiidae,2,50,0,3.6,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Ctenogobiops feroculus,Gobiidae,1,60,0,2.9,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Fusigobius neophytus,Gobiidae,2,15,0,0.15,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Fusigobius neophytus,Gobiidae,2,20,0,0.33,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Fusigobius neophytus,Gobiidae,1,25,0,0.29,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Fusigobius neophytus,Gobiidae,2,40,0,2,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Gnatholepis anjerensis,Gobiidae,1,20,0,0.12,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 1 m,2,BA,4,1,Stegastes punctatus,Pomacentridae,11,100,0,316.8,NA,Primary Consumer,Herbivore/Detritivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Acanthurus nigrofuscus,Acanthuridae,2,50,0,4.74,NA,Primary Consumer,Cropper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Acanthurus nigrofuscus,Acanthuridae,1,70,0,6.57,NA,Primary Consumer,Cropper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Acanthurus nigrofuscus,Acanthuridae,6,80,0,59.03,NA,Primary Consumer,Cropper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Acanthurus nigrofuscus,Acanthuridae,4,100,0,77.3,NA,Primary Consumer,Cropper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Acanthurus nigrofuscus,Acanthuridae,1,110,0,25.8,NA,Primary Consumer,Cropper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Acanthurus olivaceus,Acanthuridae,1,120,0,33.1,NA,Primary Consumer,Sediment Sucker,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Acanthurus triostegus,Acanthuridae,1,60,0,7.78,NA,Primary Consumer,Cropper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Acanthurus triostegus,Acanthuridae,1,80,0,16.3,NA,Primary Consumer,Cropper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Acanthurus triostegus,Acanthuridae,1,90,0,22.06,NA,Primary Consumer,Cropper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Acanthurus triostegus,Acanthuridae,1,100,0,28.9,NA,Primary Consumer,Cropper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Caranx melampygus,Carangidae,1,160,0,63.1,NA,Piscivore_primarily,Piscivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Centropyge flavissima,Pomacanthidae,1,60,0,7.54,NA,Primary Consumer,Omnivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Centropyge flavissima,Pomacanthidae,1,90,0,21.44,NA,Primary Consumer,Omnivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Chaetodon citrinellus,Chaetodontidae,1,60,0,5.66,NA,Secondary Consumer,Corallivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Chaetodon citrinellus,Chaetodontidae,2,70,0,17.53,NA,Secondary Consumer,Corallivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Chaetodon citrinellus,Chaetodontidae,1,80,0,12.8,NA,Secondary Consumer,Corallivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Chaetodon lunula,Chaetodontidae,1,115,0,43.5,NA,Secondary Consumer,Corallivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Chaetodon lunulatus,Chaetodontidae,2,100,0,58.6,NA,Secondary Consumer,Corallivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Chaetodon ornatissimus,Chaetodontidae,2,110,0,76.7,NA,Secondary Consumer,Corallivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Chlorurus spilurus,Scaridae,19,60,0,94.34,NA,Primary Consumer,Excavator,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Chlorurus spilurus,Scaridae,7,100,0,158.4,NA,Primary Consumer,Excavator,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Chlorurus spilurus,Scaridae,1,120,0,38.9,NA,Primary Consumer,Excavator,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Chlorurus spilurus,Scaridae,1,160,0,91.3,NA,Primary Consumer,Excavator,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Ctenochaetus binotatus,Acanthuridae,1,60,0,5.83,NA,Primary Consumer,Brusher,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Ctenochaetus striatus,Acanthuridae,4,100,0,71.8,NA,Primary Consumer,Brusher,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Ctenochaetus striatus,Acanthuridae,6,110,0,144.2,NA,Primary Consumer,Brusher,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Gnathodentex aureolineatus,Lethrinidae,1,100,0,14.9,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Gnathodentex aureolineatus,Lethrinidae,2,130,0,66.6,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Gomphosus varius,Labridae,1,40,0,0.78,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Gomphosus varius,Labridae,1,60,0,2.33,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Gomphosus varius,Labridae,1,110,0,12,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Halichoeres hortulanus,Labridae,1,120,0,26.8,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Halichoeres hortulanus,Labridae,1,150,0,52.1,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Halichoeres trimaculatus,Labridae,1,50,0,2.25,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Halichoeres trimaculatus,Labridae,2,60,0,7.4,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Halichoeres trimaculatus,Labridae,5,80,0,40.66,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Halichoeres trimaculatus,Labridae,2,90,0,22.45,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Halichoeres trimaculatus,Labridae,2,110,0,38.9,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Halichoeres trimaculatus,Labridae,2,120,0,49.3,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Melichthys vidua,Balistidae,1,160,0,69.4,NA,Primary Consumer,Omnivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Naso lituratus,Acanthuridae,1,80,0,4.12,NA,Primary Consumer,Browser,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Naso lituratus,Acanthuridae,3,120,0,46.2,NA,Primary Consumer,Browser,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Parupeneus multifasciatus,Mullidae,2,60,0,5.24,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Parupeneus multifasciatus,Mullidae,1,90,0,9.63,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Parupeneus multifasciatus,Mullidae,2,120,0,48.5,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Parupeneus multifasciatus,Mullidae,1,160,0,61.1,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Rhinecanthus aculeatus,Balistidae,1,90,0,17.29,NA,Secondary Consumer,Omnivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Scarus oviceps,Scaridae,1,140,0,57.2,NA,Primary Consumer,Scraper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Scarus psittacus,Scaridae,3,70,0,20.1,NA,Primary Consumer,Scraper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Scarus psittacus,Scaridae,3,80,0,31.31,NA,Primary Consumer,Scraper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Scarus psittacus,Scaridae,1,100,0,21.9,NA,Primary Consumer,Scraper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Scarus psittacus,Scaridae,1,110,0,30,NA,Primary Consumer,Scraper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Scarus psittacus,Scaridae,3,120,0,120.3,NA,Primary Consumer,Scraper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Scarus psittacus,Scaridae,2,140,0,133.7,NA,Primary Consumer,Scraper,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Sphyraena qenie,Sphyraenidae,1,350,0,189.4,NA,Piscivore_primarily,Piscivore,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Stethojulis bandanensis,Labridae,1,20,0,0.18,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Stethojulis bandanensis,Labridae,1,90,0,8.83,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Thalassoma hardwicke,Labridae,1,20,0,0.14,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
2009,2009-08-03,8:40,9:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Thalassoma hardwicke,Labridae,1,40,0,1.1,NA,Secondary Consumer,Benthic Invertebrate Consumer,65,1,0,0,12.4,0,KS
